EmployeeID,Age,EducationLevel,YearsAtCompany,JobSatisfaction,WorkLifeBalance,TrainingTimesLastYear,PerformanceRating,MonthlyIncome,Gender_Encoded,Attrition_Encoded,Overtime_Encoded,Department_Encoded,JobRole_Encoded
2519,51,3,4,2,3,2,4,58293,1,0,0,1,1
2520,27,1,22,2,2,3,3,143601,1,0,0,4,3
2521,40,1,5,1,1,8,3,28977,1,0,0,0,0
2522,53,3,11,4,3,4,3,188759,1,0,1,0,3
2523,30,2,9,2,2,4,2,14953,1,0,1,4,3
2524,33,2,13,2,1,7,4,61925,0,0,1,4,0
2525,32,2,28,4,3,6,1,19719,0,0,0,2,4
2526,37,3,17,4,2,2,3,38643,0,0,1,0,4
2527,22,2,15,4,1,0,3,33391,1,0,1,1,0
2528,42,2,13,1,2,1,4,59719,0,0,0,4,1
2529,51,2,21,4,3,2,3,199318,1,0,1,1,2
2530,34,3,11,2,1,0,3,201423,1,0,0,0,3
2531,55,1,1,1,3,0,3,30966,0,0,0,3,2
2532,25,2,8,2,2,7,1,10545,0,0,1,3,0
2533,49,2,23,3,1,7,2,22720,1,1,1,4,3
2534,59,2,5,1,3,1,2,18616,1,0,0,2,2
2535,52,2,22,3,3,7,2,17245,1,0,0,1,4
2536,48,2,16,4,2,1,1,10058,0,0,0,4,1
2537,26,1,4,2,2,4,3,34733,1,1,0,2,2
2538,46,1,25,2,1,0,3,31358,0,0,0,1,1
2539,24,2,30,2,3,8,4,68413,1,0,1,0,4
2540,54,2,19,4,2,3,3,195818,1,1,0,3,2
2541,25,2,18,1,3,9,2,13156,1,0,1,2,0
2542,46,2,23,2,3,1,4,232796,0,1,0,1,3
2543,41,2,29,2,3,0,4,66881,1,1,1,4,4
2544,55,2,2,4,3,5,3,27882,0,0,0,1,1
2545,47,2,13,1,3,7,2,11422,0,0,0,4,1
2546,26,1,16,2,2,3,4,61674,0,1,1,3,4
2547,56,1,22,2,2,0,2,11494,0,0,1,3,0
2548,49,2,27,4,2,0,1,15056,0,0,0,1,0
2549,50,4,8,2,3,5,3,32835,0,1,1,1,1
2550,30,2,19,3,3,1,3,37189,0,0,0,4,4
2551,59,3,3,1,2,4,2,11957,1,0,0,4,4
2552,27,2,19,4,3,1,3,215144,1,0,0,2,3
2553,40,2,17,3,3,8,3,32628,1,0,0,2,1
2554,32,3,9,3,2,1,4,61879,1,0,0,2,0
2555,23,1,21,2,1,4,2,16829,1,0,1,1,2
2556,30,1,25,2,2,3,1,14495,0,0,0,2,0
2557,42,4,21,2,3,0,3,39271,1,0,0,1,0
2558,45,2,23,3,1,9,4,248980,1,0,0,3,2
2559,55,1,17,4,2,8,2,9059,0,0,0,0,1
2560,43,1,25,2,4,2,3,158560,1,0,0,3,3
2561,24,3,1,4,3,9,2,8777,1,0,0,1,0
2562,33,3,4,1,3,7,1,9555,1,0,0,1,0
2563,49,2,23,4,3,3,4,64149,1,0,0,0,1
2564,51,1,27,2,1,8,2,13284,1,0,0,4,1
2565,47,3,15,2,4,4,3,33562,0,0,0,4,4
2566,42,2,12,2,4,1,3,29535,0,0,1,4,1
2567,49,2,25,3,3,7,2,12576,1,1,0,2,1
2568,47,2,17,3,1,3,4,61953,1,0,0,4,0
2569,54,2,12,2,2,1,3,222191,1,0,0,2,3
2570,42,2,16,3,2,5,3,34326,0,0,0,2,0
2571,56,3,30,1,3,0,3,38060,1,0,0,4,1
2572,55,3,13,2,2,7,3,34614,1,0,0,4,4
2573,39,2,11,2,3,8,3,224766,0,0,0,0,3
2574,32,2,15,3,3,6,2,11967,1,0,0,0,4
2575,44,2,29,3,1,8,4,260182,1,1,1,2,2
2576,43,2,16,3,3,1,3,35284,1,0,0,0,4
2577,38,2,6,3,2,0,2,13576,0,0,0,2,4
2578,26,2,27,2,3,6,4,64843,0,0,0,1,1
2579,32,1,26,3,2,3,3,32344,0,1,0,2,1
2580,51,1,11,1,2,9,3,28961,1,0,0,2,1
2581,36,2,15,3,1,7,1,10936,0,0,0,0,1
2582,48,2,5,1,4,2,4,56779,0,0,0,1,1
2583,56,2,3,3,3,6,4,62780,0,0,0,3,4
2584,54,2,26,3,2,6,3,212073,1,0,1,3,2
2585,41,3,2,2,1,9,3,27946,0,0,1,3,1
2586,37,3,1,3,3,8,3,35696,1,0,0,1,2
2587,55,2,15,1,2,3,2,22526,1,0,1,4,2
2588,23,1,2,2,4,9,3,24770,0,0,0,1,0
2589,56,2,28,3,4,0,2,17173,1,0,1,0,0
2590,49,2,29,4,3,6,4,197115,0,0,0,2,3
2591,27,1,20,2,4,9,2,11018,1,1,0,2,0
2592,30,4,6,2,2,5,3,33087,0,0,0,0,1
2593,41,2,12,3,2,0,3,220127,0,0,1,0,2
2594,22,2,21,3,2,8,2,17475,0,0,0,2,3
2595,29,2,16,2,1,9,3,34715,1,0,1,4,0
2596,44,1,14,4,4,7,3,29275,1,0,0,4,4
2597,24,1,4,3,1,9,3,29935,0,0,0,4,3
2598,25,2,8,1,3,3,2,10089,1,1,0,0,1
2599,46,2,12,2,3,4,3,184815,0,1,0,2,2
2600,59,2,23,2,2,7,4,64207,0,0,0,2,1
2601,36,4,14,3,1,1,3,35564,1,0,1,2,1
2602,42,2,20,2,1,5,3,34149,1,0,0,1,4
2603,56,1,26,4,2,9,2,17599,1,0,0,1,4
2604,35,2,13,2,2,1,3,213799,0,0,1,3,2
2605,57,2,29,3,2,7,3,36082,1,0,0,1,0
2606,33,2,5,1,3,4,3,26665,1,0,1,4,1
2607,38,1,12,4,3,9,2,9985,1,0,1,4,0
2608,30,2,10,3,2,2,2,24007,0,0,0,4,2
2609,56,1,21,1,2,1,3,29713,1,0,0,4,1
2610,34,2,19,4,3,3,1,15511,1,1,0,3,0
2611,36,2,13,2,2,7,3,29602,0,0,0,4,1
2612,39,1,9,3,2,0,3,28471,0,0,1,0,4
2613,54,2,11,4,3,9,4,65027,0,1,1,0,4
2614,27,2,5,3,4,2,2,13025,1,0,0,0,3
2615,48,2,28,4,4,0,2,23824,1,0,0,1,2
2616,44,2,13,4,2,1,3,33567,0,0,1,2,0
2617,48,2,10,4,3,9,2,10537,1,0,0,3,1
2618,55,4,18,1,1,6,2,26268,0,0,0,0,3
2619,59,1,29,2,4,0,3,176340,0,0,1,0,2
2620,35,4,15,3,2,8,3,235650,1,0,0,4,2
2621,57,1,20,3,2,7,4,191832,0,1,0,0,2
2622,29,2,12,3,3,0,4,60711,0,0,1,4,0
2623,56,2,4,1,4,9,3,31203,1,0,0,4,4
2624,40,1,5,4,3,0,2,12502,0,0,0,2,3
2625,51,1,8,4,2,1,3,28856,1,1,0,1,0
2626,35,2,5,2,2,1,3,26549,1,0,0,4,1
2627,41,4,1,2,3,5,3,30482,1,0,0,4,0
2628,46,2,18,1,3,0,4,60793,0,0,1,2,1
2629,45,2,19,2,2,3,3,33624,0,0,0,4,1
2630,35,3,19,3,2,6,3,178517,0,0,0,3,2
2631,47,3,10,4,3,8,1,11088,1,1,1,1,0
2632,59,2,22,1,3,9,4,66662,0,0,1,3,4
2633,44,2,9,3,3,2,3,27785,1,0,0,0,1
2634,43,1,26,3,2,3,2,21487,0,0,0,1,2
2635,40,2,1,2,3,4,2,7419,1,0,1,0,4
2636,24,2,22,3,4,4,2,12687,1,0,0,4,0
2637,40,1,25,3,2,1,2,15627,1,0,1,2,4
2638,30,1,20,4,3,4,3,31178,0,0,1,3,0
2639,49,3,26,2,2,9,2,15711,1,1,0,0,1
2640,41,3,3,3,2,0,4,66265,0,0,0,4,3
2641,28,1,13,2,3,6,4,197783,1,0,0,3,3
2642,35,1,6,2,3,4,3,27382,1,0,0,3,1
2643,30,1,6,1,3,5,3,29442,1,1,1,0,4
2644,40,2,29,2,2,8,3,35395,0,0,0,4,0
2645,35,2,18,1,2,2,2,17142,0,1,1,2,3
2646,59,3,5,2,4,0,1,10234,1,0,0,0,0
2647,57,1,17,3,2,7,3,28152,1,0,0,3,1
2648,38,2,29,3,3,1,4,67437,1,1,1,3,4
2649,51,1,25,1,2,1,4,63235,0,0,1,1,0
2650,30,4,25,2,4,9,4,72998,1,1,0,4,4
2651,54,3,3,3,4,3,3,36896,0,0,0,1,3
2652,46,3,5,2,1,4,4,61464,0,0,1,2,0
2653,35,2,3,2,3,0,3,37868,1,0,0,0,2
2654,32,1,23,3,2,2,2,17769,1,0,0,3,3
2655,56,2,13,1,2,7,3,35633,0,0,0,4,4
2656,35,2,15,2,2,5,4,60376,0,0,0,3,1
2657,51,3,17,1,3,2,1,28004,1,1,0,1,2
2658,25,2,15,1,2,6,2,10551,1,0,0,1,0
2659,25,2,5,4,3,5,2,16862,1,0,1,0,3
2660,49,2,22,2,2,4,2,14631,1,0,0,4,0
2661,29,2,14,3,1,7,2,10601,1,0,0,4,0
2662,23,2,11,3,3,7,3,239078,1,0,0,0,2
2663,43,2,28,1,3,2,4,208545,0,0,0,1,2
2664,37,1,14,2,3,7,4,233821,1,0,0,1,2
2665,50,2,7,4,3,9,4,72958,1,1,1,1,2
2666,51,3,3,4,3,8,2,9917,1,0,0,3,1
2667,33,2,23,2,2,9,1,18169,0,0,0,2,4
2668,56,2,20,2,1,2,2,24328,0,1,0,1,2
2669,32,1,10,3,3,7,4,65491,1,0,0,2,3
2670,42,2,11,2,3,7,2,12656,1,0,0,2,0
2671,42,3,30,1,3,6,3,152321,0,0,0,4,2
2672,26,2,6,2,3,7,2,16605,1,0,0,0,3
2673,41,2,5,2,2,0,1,9112,1,0,0,3,1
2674,58,4,20,1,2,2,2,23597,1,0,0,2,3
2675,24,3,22,2,3,5,3,230694,1,0,0,3,3
2676,54,2,13,3,2,6,2,9771,1,0,0,4,1
2677,30,2,12,3,2,6,2,11468,0,0,1,1,1
2678,30,2,19,1,2,5,3,31814,0,0,0,2,0
2679,25,3,19,2,2,3,3,215563,1,0,0,0,2
2680,56,2,21,3,3,4,3,239746,0,1,0,4,3
2681,38,2,27,1,1,8,4,66985,1,0,0,3,4
2682,55,1,5,1,4,0,3,30003,1,0,1,1,4
2683,45,2,25,2,3,1,2,17076,0,0,1,3,0
2684,53,3,20,1,2,4,3,37030,0,0,0,0,4
2685,22,3,21,4,2,4,3,35785,1,1,0,2,0
2686,29,1,28,3,1,6,3,171261,1,0,0,0,2
2687,44,2,9,2,3,7,4,61360,0,0,0,3,0
2688,33,2,4,3,2,9,4,57392,0,0,0,3,1
2689,33,3,29,2,2,5,3,38179,0,0,0,0,1
2690,36,3,15,1,2,5,2,13191,1,0,1,0,1
2691,40,4,3,2,3,4,4,62737,1,1,0,0,1
2692,47,4,23,3,3,4,3,37938,1,0,0,1,1
2693,50,2,7,1,3,7,3,28871,1,0,0,3,1
2694,43,3,24,2,3,4,4,64551,0,0,1,4,1
2695,42,2,20,2,2,5,3,33170,1,0,1,1,1
2696,59,2,20,2,3,2,3,31700,1,0,1,1,1
2697,41,1,14,3,2,4,3,185514,0,0,0,1,2
2698,50,1,14,4,3,8,2,8161,1,1,0,4,1
2699,25,3,9,3,3,2,3,31036,1,0,0,0,0
2700,28,2,26,3,2,7,3,236618,0,0,0,3,2
2701,49,3,23,4,2,6,2,17931,0,0,0,2,4
2702,49,2,3,1,3,3,3,37322,0,1,0,2,3
2703,25,2,29,1,2,4,3,172218,1,0,0,3,2
2704,43,2,9,2,2,7,3,29391,0,0,0,4,1
2705,33,2,29,2,4,9,4,209568,0,1,0,2,2
2706,24,2,21,2,3,6,2,19187,1,0,0,1,3
2707,43,2,4,2,3,9,3,34816,1,0,1,2,3
2708,23,3,17,1,3,9,3,33249,0,0,0,3,1
2709,45,2,25,3,2,1,3,35127,1,0,0,1,1
2710,55,1,6,4,2,7,4,59628,0,1,0,2,0
2711,48,3,16,2,3,7,2,23270,1,0,0,3,3
2712,22,1,27,1,3,8,3,32390,1,1,0,4,1
2713,29,2,18,3,1,1,3,211074,1,1,0,3,3
2714,44,2,13,2,2,3,3,29961,0,0,0,4,0
2715,59,1,7,2,2,1,3,27270,1,0,1,1,4
2716,27,2,3,2,3,3,3,34586,0,0,1,3,3
2717,43,2,6,3,2,2,2,10963,0,0,0,0,0
2718,46,2,24,4,4,6,3,36346,0,0,1,0,0
2719,39,1,3,3,4,4,3,28597,0,0,0,0,0
2720,38,2,29,2,3,6,3,173289,0,0,1,0,2
2721,33,2,28,2,3,1,3,35931,1,1,0,0,1
2722,27,4,12,1,2,3,3,168003,0,1,0,4,3
2723,47,1,5,4,1,5,1,19954,0,1,0,3,2
2724,48,2,30,3,3,4,2,25281,1,0,0,1,3
2725,29,3,22,1,2,1,2,25887,1,1,0,0,2
2726,40,3,17,3,2,6,4,64663,0,0,1,0,1
2727,22,3,10,2,3,1,4,63248,1,0,0,1,0
2728,50,4,7,4,2,8,4,68249,0,0,1,1,3
2729,56,2,4,4,3,6,4,60256,1,0,0,0,0
2730,35,2,10,1,2,2,2,10066,1,0,1,4,1
2731,56,1,27,3,2,5,3,217782,0,0,1,1,3
2732,41,1,7,2,2,4,4,59788,1,1,1,3,4
2733,34,2,23,1,4,8,3,38876,1,0,0,3,4
2734,59,1,11,3,3,2,1,10496,0,0,0,4,4
2735,29,3,21,3,2,1,3,33796,1,0,0,2,1
2736,41,1,8,1,2,1,1,10862,0,0,0,4,4
2737,54,2,8,3,4,3,2,13149,0,1,1,0,3
2738,47,2,5,3,2,0,3,32602,0,0,0,2,4
2739,42,2,5,1,2,8,4,67601,1,1,0,0,3
2740,30,3,7,2,2,2,3,31480,1,0,1,3,1
2741,45,4,22,3,3,4,3,37646,0,0,1,1,0
2742,58,3,4,1,2,1,3,37179,0,0,0,0,2
2743,38,2,2,4,1,7,4,60629,0,0,0,3,4
2744,45,3,24,1,3,2,2,27433,0,1,0,4,2
2745,42,1,19,1,1,4,3,33301,1,1,0,0,0
2746,34,3,2,1,3,6,2,9508,1,0,0,3,1
2747,32,1,16,3,3,1,3,30430,1,0,0,1,1
2748,40,1,12,3,2,2,1,8689,1,0,0,0,0
2749,32,4,15,2,1,7,4,261456,1,0,0,3,2
2750,34,2,10,2,3,9,1,11048,0,1,1,0,4
2751,22,3,23,4,2,7,2,19661,1,0,1,1,3
2752,40,2,26,1,2,2,3,32832,1,0,1,0,1
2753,33,3,6,2,3,9,3,32535,1,0,0,0,0
2754,29,4,24,1,3,6,3,180991,0,0,1,3,2
2755,29,2,13,1,1,1,2,12056,0,0,0,2,4
2756,33,2,30,2,2,8,1,28792,0,0,0,0,2
2757,54,2,6,1,2,7,3,30996,0,0,0,2,4
2758,47,3,23,2,3,8,3,192325,1,0,0,4,3
2759,49,2,2,4,3,8,4,63748,0,0,0,0,3
2760,26,2,26,1,3,6,3,34325,1,1,0,2,0
2761,29,2,14,3,3,3,3,33206,1,0,0,4,0
2762,46,2,18,3,3,4,3,32965,0,0,0,3,4
2763,48,1,6,2,2,6,3,28588,0,0,0,0,4
2764,44,2,25,3,2,4,4,66499,1,0,0,3,4
2765,51,3,30,2,3,9,2,18945,1,0,0,4,4
2766,44,2,19,1,2,7,3,178358,0,1,0,3,3
2767,41,2,27,4,2,4,3,37263,1,1,0,3,0
2768,39,2,26,3,2,4,3,37254,1,0,0,1,0
2769,39,2,14,4,4,4,3,29840,1,0,0,4,1
2770,23,3,30,4,2,3,2,17507,1,0,0,3,0
2771,25,2,13,1,2,6,1,10029,0,0,1,2,0
2772,51,1,8,2,3,1,1,17591,1,0,0,4,2
2773,54,1,5,1,2,9,4,66248,1,0,0,1,2
2774,57,3,13,4,4,3,4,61302,0,0,0,0,1
2775,39,4,6,4,2,2,2,14328,0,0,0,3,4
2776,58,2,22,3,3,9,2,12113,1,1,0,2,1
2777,40,1,27,1,2,7,1,13626,1,0,0,1,1
2778,49,2,28,1,3,6,2,19433,1,0,0,4,3
2779,41,3,26,4,3,2,3,37276,0,0,1,3,0
2780,54,2,27,4,3,3,2,22666,0,0,1,1,3
2781,33,4,29,1,3,3,3,42145,0,0,0,1,0
2782,36,3,19,1,2,9,3,35545,0,0,0,2,1
2783,23,3,11,2,4,6,2,12035,0,0,1,0,0
2784,50,2,27,1,3,7,3,37256,0,1,0,0,4
2785,31,2,16,4,3,3,3,35923,1,0,1,0,4
2786,23,3,5,2,3,7,2,11110,1,1,0,4,1
2787,32,2,12,3,2,0,3,166712,0,0,1,1,2
2788,34,2,17,2,3,8,2,16349,1,0,1,4,4
2789,31,1,2,2,1,6,2,6519,1,0,1,1,1
2790,35,2,10,2,3,3,2,13157,0,0,0,2,3
2791,39,2,15,3,2,7,4,225685,1,0,0,2,2
2792,30,2,19,3,2,9,3,35531,0,0,0,4,4
2793,49,1,20,2,4,1,3,29621,0,0,1,4,1
2794,24,2,29,2,4,7,4,65981,1,0,0,2,1
2795,41,1,25,1,3,9,2,20418,0,0,1,3,3
2796,27,2,17,1,3,5,4,266266,1,0,1,0,3
2797,48,2,19,3,3,6,3,140390,1,1,0,0,2
2798,23,3,19,3,3,6,3,39612,0,0,0,2,4
2799,50,3,13,2,2,1,3,32371,0,0,0,0,1
2800,59,3,13,4,4,1,3,146212,0,0,0,3,2
2801,24,3,16,3,3,3,4,226456,1,0,1,3,2
2802,37,2,22,2,3,5,4,198436,0,1,0,1,3
2803,51,1,21,1,4,3,2,12146,1,1,1,4,1
2804,23,2,3,4,3,5,2,7245,0,0,1,0,0
2805,38,2,4,3,2,4,2,13401,1,0,1,3,3
2806,33,2,27,1,4,5,2,15379,0,0,0,4,1
2807,56,2,7,3,2,8,3,41413,1,0,0,4,2
2808,22,3,3,2,3,5,1,16405,1,0,1,1,2
2809,36,2,9,4,2,5,3,33574,1,0,1,4,4
2810,47,2,8,4,3,7,3,28778,0,0,0,4,0
2811,58,4,29,3,3,4,4,251869,0,0,0,2,3
2812,42,3,18,3,3,4,1,14967,0,0,0,1,4
2813,52,1,21,1,3,9,1,15256,1,0,1,1,4
2814,46,3,14,3,2,0,2,12229,1,1,0,0,0
2815,44,2,20,3,3,5,4,208909,1,0,0,4,3
2816,45,3,28,2,4,0,3,162983,0,0,0,0,3
2817,59,2,29,3,1,7,4,197176,1,0,1,3,2
2818,49,2,5,4,2,9,4,62193,0,0,0,4,3
2819,42,3,3,1,2,8,4,61942,0,0,1,3,4
2820,39,2,10,1,4,5,2,18873,0,0,0,2,2
2821,57,1,11,3,3,8,3,190528,0,0,1,4,3
2822,56,2,17,4,4,1,4,63851,0,0,0,0,0
2823,30,2,8,4,3,8,2,10903,0,0,1,0,4
2824,59,4,9,3,2,3,3,31877,1,1,0,4,1
2825,51,2,8,4,3,2,3,30859,0,0,0,0,0
2826,55,1,20,3,2,0,3,31386,1,0,0,4,0
2827,53,2,28,1,2,0,4,231246,1,0,0,1,3
2828,24,2,2,3,2,7,3,42536,1,1,1,0,2
2829,24,1,4,1,2,1,3,32193,1,0,1,4,2
2830,49,2,30,2,2,0,3,40898,1,0,0,4,4
2831,36,4,16,2,1,1,3,173284,1,0,0,0,3
2832,44,2,9,2,2,2,3,40557,0,0,1,1,2
2833,32,2,26,2,2,3,4,64049,1,0,0,0,1
2834,53,2,9,1,3,8,4,67827,0,0,1,4,3
2835,57,1,21,2,2,6,3,142349,1,1,0,1,3
2836,54,1,5,1,2,4,3,40226,0,1,1,3,2
2837,45,3,26,2,1,4,2,18829,0,0,1,2,0
2838,55,4,3,3,3,5,1,15634,0,1,0,0,3
2839,49,1,14,4,3,0,2,9572,0,1,0,4,0
2840,58,2,15,4,3,5,3,34737,1,1,1,1,4
2841,28,4,6,2,3,5,2,13749,0,0,0,1,4
2842,25,1,16,3,2,4,2,23539,1,0,0,3,2
2843,58,1,23,2,2,9,2,12211,1,1,1,0,4
2844,22,3,28,1,2,8,3,206663,0,1,0,1,2
2845,22,3,10,3,4,9,2,19274,1,0,0,3,2
2846,41,1,14,3,3,9,3,29282,0,0,0,4,0
2847,40,2,12,4,1,4,3,32416,0,0,0,3,0
2848,50,1,9,3,2,8,3,28420,1,0,1,0,4
2849,31,2,23,1,2,9,4,63148,1,0,1,3,0
2850,39,3,19,4,2,6,2,19709,1,0,0,1,3
2851,49,2,12,3,3,2,4,60908,0,0,0,1,1
2852,56,2,13,4,3,8,3,188631,0,0,0,2,3
2853,52,2,23,3,3,9,2,20028,1,0,1,3,3
2854,48,1,13,2,2,6,3,182489,1,0,0,4,2
2855,32,1,17,1,2,3,4,61000,0,0,1,0,1
2856,59,3,2,1,3,8,3,38680,0,0,1,2,2
2857,26,2,20,1,3,5,2,14581,1,0,0,3,0
2858,29,2,23,2,2,8,4,62952,1,0,0,4,0
2859,55,2,9,2,3,3,3,30316,0,0,1,2,1
2860,33,3,21,4,3,9,3,40289,1,0,1,1,4
2861,59,2,8,4,2,1,4,58502,1,0,0,0,0
2862,22,2,7,3,3,8,3,33235,0,0,0,3,3
2863,52,2,5,1,2,9,2,7318,0,0,0,4,1
2864,25,2,29,2,3,3,3,35496,1,0,0,1,1
2865,26,3,19,3,1,1,4,64617,1,0,1,2,0
2866,51,2,3,1,3,6,2,8430,1,0,1,0,0
2867,45,3,13,4,2,6,2,22365,1,0,0,2,2
2868,24,3,6,4,1,4,2,22775,0,0,0,2,2
2869,32,4,26,2,3,4,2,22849,1,0,0,4,3
2870,25,2,11,3,3,7,2,8324,0,0,0,1,1
2871,47,1,4,1,3,5,4,61132,0,1,0,3,4
2872,48,2,3,3,3,0,4,58827,1,0,1,4,4
2873,48,1,4,1,3,3,2,6045,1,1,0,0,1
2874,27,3,3,1,3,0,3,36759,0,0,1,2,3
2875,36,3,13,3,2,4,3,243206,0,0,0,0,2
2876,51,2,15,3,1,4,2,21278,0,0,0,4,2
2877,58,2,12,3,2,3,2,17527,1,1,0,4,2
2878,58,1,15,2,2,8,2,10185,0,0,0,3,4
2879,58,2,26,3,2,7,3,36814,0,1,0,2,4
2880,56,3,11,3,4,9,3,233816,0,0,0,4,3
2881,44,2,11,4,3,2,2,10438,1,0,0,0,4
2882,27,1,13,4,4,4,1,9142,0,0,1,3,0
2883,25,2,12,3,4,5,4,61097,0,1,0,0,4
2884,39,4,6,3,2,4,3,38848,1,1,1,2,2
2885,30,2,29,3,2,7,3,144476,1,0,1,3,3
2886,50,3,23,1,3,4,4,65650,1,1,0,3,1
2887,34,3,20,1,3,7,2,15493,1,0,0,3,1
2888,38,2,19,4,2,9,3,211009,1,0,1,1,3
2889,53,1,19,4,3,9,3,31316,0,0,0,3,0
2890,43,2,27,3,2,2,3,35967,1,0,1,0,1
2891,25,2,3,2,2,4,4,72192,1,0,0,0,2
2892,26,3,16,1,2,3,3,32279,0,0,0,2,1
2893,58,2,9,2,2,5,2,7983,1,0,0,4,1
2894,34,1,27,2,3,2,2,25425,1,0,1,4,2
2895,55,2,27,2,1,9,3,36809,0,0,1,1,4
2896,43,1,14,4,4,3,3,31439,0,1,1,3,0
2897,44,2,30,1,1,3,2,28316,0,0,1,1,2
2898,24,2,28,3,4,4,3,226176,0,0,0,2,2
2899,55,2,3,2,3,5,4,66356,1,1,0,2,3
2900,53,2,3,4,3,1,2,10434,0,1,0,4,0
2901,42,2,24,4,2,9,4,68392,1,1,0,2,4
2902,42,2,20,2,3,7,2,18452,0,1,0,3,2
2903,32,2,7,4,3,3,3,33588,1,0,1,0,4
2904,25,3,19,3,2,6,3,206064,0,0,1,2,2
2905,22,1,24,1,2,6,3,243597,0,1,0,1,2
2906,49,1,3,3,2,9,2,15838,0,1,0,3,3
2907,45,2,21,2,2,1,4,63243,1,0,0,2,1
2908,56,1,1,3,2,6,1,6797,1,0,0,2,0
2909,34,2,12,4,3,0,3,184707,0,0,1,3,3
2910,55,4,21,3,2,1,3,37821,0,0,0,2,4
2911,32,2,6,2,3,4,3,34417,1,0,0,0,2
2912,57,2,7,2,3,7,3,36164,0,1,0,4,2
2913,38,2,2,1,3,6,3,26803,0,0,0,3,0
2914,56,1,18,2,2,2,2,15136,1,0,0,1,3
2915,39,2,30,1,3,9,3,197590,0,0,0,2,3
2916,43,2,25,2,2,8,1,16034,0,0,0,4,4
2917,45,4,15,3,2,4,1,19533,1,0,0,1,3
2918,40,2,15,3,2,2,3,173939,1,0,0,1,3
2919,58,2,10,1,4,6,3,30060,0,0,1,0,1
2920,42,3,17,2,3,3,2,15336,0,0,0,4,0
2921,29,3,18,2,2,0,3,208936,1,0,0,3,3
2922,49,4,18,1,2,4,3,38733,0,1,0,4,4
2923,26,2,29,2,2,7,3,167343,0,1,1,4,2
2924,38,2,15,2,4,3,3,216612,0,0,0,1,3
2925,58,3,26,3,4,6,4,248939,1,0,0,0,3
2926,57,2,23,4,2,7,3,157788,0,0,1,0,2
2927,40,1,6,2,2,8,3,25130,1,0,1,4,1
2928,48,3,9,3,3,8,2,11771,1,0,0,4,0
2929,55,2,11,1,2,4,3,29074,1,0,0,2,1
2930,32,3,15,4,2,5,3,34780,1,0,0,1,4
2931,33,4,23,1,3,6,3,212697,0,0,0,3,3
2932,42,3,3,1,2,9,4,60265,1,0,0,3,1
2933,32,1,19,1,3,1,2,12914,0,0,0,0,0
2934,49,2,1,2,2,8,3,30325,1,0,0,1,4
2935,26,3,24,3,3,0,2,15315,1,0,0,0,1
2936,38,4,17,4,3,5,3,168804,0,0,0,3,3
2937,41,2,11,3,3,5,4,61787,0,0,0,4,0
2938,33,1,30,2,3,6,3,204252,1,1,0,1,3
2939,27,3,18,3,2,1,3,151876,0,0,0,1,3
2940,38,2,11,3,2,5,3,35174,1,0,0,2,4
2941,40,2,28,4,2,5,2,16178,1,0,0,4,0
2942,47,2,7,3,2,8,2,21817,0,0,0,4,2
2943,53,2,1,3,1,7,3,32347,0,0,1,0,3
2944,27,3,12,3,3,4,3,33344,1,0,0,1,0
2945,57,2,4,3,2,6,3,32437,0,1,0,0,3
2946,59,2,25,1,1,6,2,14676,0,0,0,4,1
2947,32,1,8,2,3,4,3,25611,1,0,0,2,1
2948,54,2,15,3,3,6,4,63000,0,0,1,1,0
2949,45,2,11,4,2,2,1,14556,0,0,0,4,4
2950,44,3,30,2,2,6,3,172311,0,0,0,2,2
2951,36,2,29,4,2,5,3,34732,1,1,0,3,1
2952,48,2,8,2,2,5,4,59431,0,0,0,4,4
2953,32,2,12,2,3,1,3,147490,1,0,0,3,2
2954,38,2,3,2,2,1,3,26520,0,1,0,0,1
2955,35,2,21,4,3,6,3,231616,0,0,0,3,2
2956,48,2,4,2,4,0,2,15069,1,1,1,4,3
2957,39,2,27,2,3,8,3,34843,0,0,1,3,0
2958,49,2,12,1,2,2,3,30750,0,0,0,1,1
2959,25,1,8,3,3,5,3,25936,0,0,0,4,1
2960,28,3,27,4,3,2,2,23444,1,0,0,2,3
2961,56,3,23,2,3,8,2,16567,1,1,1,3,1
2962,30,2,30,4,3,9,2,14026,0,1,0,1,1
2963,29,2,23,4,3,6,3,32550,1,0,0,0,1
2964,38,3,10,1,3,0,4,60133,0,1,0,0,1
2965,38,2,26,3,4,3,2,14414,1,0,1,3,1
2966,54,3,23,2,3,4,2,20723,1,0,1,0,4
2967,53,1,1,1,3,6,4,54014,1,0,0,2,1
2968,29,2,13,3,3,6,3,210257,1,0,1,4,3
2969,40,3,7,3,3,4,4,62035,0,1,0,1,1
2970,59,2,20,2,3,0,2,25844,1,0,0,3,2
2971,24,2,28,1,1,4,4,254883,1,1,0,0,2
2972,26,3,3,4,3,4,4,65981,1,0,1,4,3
2973,34,3,29,3,3,3,2,21335,0,0,1,2,4
2974,52,2,16,2,3,5,2,17574,1,0,0,0,3
2975,37,2,12,2,3,7,2,14567,0,0,0,0,4
2976,53,2,29,1,1,9,2,18129,0,0,0,1,0
2977,43,3,5,2,2,4,4,70330,0,0,1,2,2
2978,50,4,18,3,3,7,3,169873,0,0,0,2,2
2979,43,3,8,3,4,4,3,40543,0,1,1,3,2
2980,24,3,12,2,2,2,4,63808,0,0,0,1,4
