EmployeeID,Age,Gender,Department,EducationLevel,JobRole,YearsAtCompany,JobSatisfaction,WorkLifeBalance,TrainingTimesLastYear,Overtime,PerformanceRating,Attrition,MonthlyIncome
2685,22,Male,IT,3,Analyst,21,4,2,4,No,3,Yes,35785
2686,29,Male,Finance,1,Executive,28,3,1,6,No,3,No,171261
2687,44,Female,Marketing,2,Analyst,9,2,3,7,No,4,No,61360
2688,33,Female,Marketing,2,Clerk,4,3,2,9,No,4,No,57392
2689,33,Female,Finance,3,Clerk,29,2,2,5,No,3,No,38179
2690,36,Male,Finance,3,Clerk,15,1,2,5,Yes,2,No,13191
2691,40,Male,Finance,4,Clerk,3,2,3,4,No,4,Yes,62737
2692,47,Male,HR,4,Clerk,23,3,3,4,No,3,No,37938
2693,50,Male,Marketing,2,Clerk,7,1,3,7,No,3,No,28871
2694,43,Female,Sales,3,Clerk,24,2,3,4,Yes,4,No,64551
2695,42,Male,HR,2,Clerk,20,2,2,5,Yes,3,No,33170
2696,59,Male,HR,2,Clerk,20,2,3,2,Yes,3,No,31700
2697,41,Female,HR,1,Executive,14,3,2,4,No,3,No,185514
2698,50,Male,Sales,1,Clerk,14,4,3,8,No,2,Yes,8161
2699,25,Male,Finance,3,Analyst,9,3,3,2,No,3,No,31036
2700,28,Female,Marketing,2,Executive,26,3,2,7,No,3,No,236618
2701,49,Female,IT,3,Specialist,23,4,2,6,No,2,No,17931
2702,49,Female,IT,2,Manager,3,1,3,3,No,3,Yes,37322
2703,25,Male,Marketing,2,Executive,29,1,2,4,No,3,No,172218
2704,43,Female,Sales,2,Clerk,9,2,2,7,No,3,No,29391
2705,33,Female,IT,2,Executive,29,2,4,9,No,4,Yes,209568
2706,24,Male,HR,2,Manager,21,2,3,6,No,2,No,19187
2707,43,Male,IT,2,Manager,4,2,3,9,Yes,3,No,34816
2708,23,Female,Marketing,3,Clerk,17,1,3,9,No,3,No,33249
2709,45,Male,HR,2,Clerk,25,3,2,1,No,3,No,35127
2710,55,Female,IT,1,Analyst,6,4,2,7,No,4,Yes,59628
2711,48,Male,Marketing,3,Manager,16,2,3,7,No,2,No,23270
2712,22,Male,Sales,1,Clerk,27,1,3,8,No,3,Yes,32390
2713,29,Male,Marketing,2,Manager,18,3,1,1,No,3,Yes,211074
2714,44,Female,Sales,2,Analyst,13,2,2,3,No,3,No,29961
2715,59,Male,HR,1,Specialist,7,2,2,1,Yes,3,No,27270
2716,27,Female,Marketing,2,Manager,3,2,3,3,Yes,3,No,34586
2717,43,Female,Finance,2,Analyst,6,3,2,2,No,2,No,10963
2718,46,Female,Finance,2,Analyst,24,4,4,6,Yes,3,No,36346
2719,39,Female,Finance,1,Analyst,3,3,4,4,No,3,No,28597
2720,38,Female,Finance,2,Executive,29,2,3,6,Yes,3,No,173289
2721,33,Male,Finance,2,Clerk,28,2,3,1,No,3,Yes,35931
2722,27,Female,Sales,4,Manager,12,1,2,3,No,3,Yes,168003
2723,47,Female,Marketing,1,Executive,5,4,1,5,No,1,Yes,19954
2724,48,Male,HR,2,Manager,30,3,3,4,No,2,No,25281
2725,29,Male,Finance,3,Executive,22,1,2,1,No,2,Yes,25887
2726,40,Female,Finance,3,Clerk,17,3,2,6,Yes,4,No,64663
2727,22,Male,HR,3,Analyst,10,2,3,1,No,4,No,63248
2728,50,Female,HR,4,Manager,7,4,2,8,Yes,4,No,68249
2729,56,Male,Finance,2,Analyst,4,4,3,6,No,4,No,60256
2730,35,Male,Sales,2,Clerk,10,1,2,2,Yes,2,No,10066
2731,56,Female,HR,1,Manager,27,3,2,5,Yes,3,No,217782
2732,41,Male,Marketing,1,Specialist,7,2,2,4,Yes,4,Yes,59788
2733,34,Male,Marketing,2,Specialist,23,1,4,8,No,3,No,38876
2734,59,Female,Sales,1,Specialist,11,3,3,2,No,1,No,10496
2735,29,Male,IT,3,Clerk,21,3,2,1,No,3,No,33796
2736,41,Female,Sales,1,Specialist,8,1,2,1,No,1,No,10862
2737,54,Female,Finance,2,Manager,8,3,4,3,Yes,2,Yes,13149
2738,47,Female,IT,2,Specialist,5,3,2,0,No,3,No,32602
2739,42,Male,Finance,2,Manager,5,1,2,8,No,4,Yes,67601
2740,30,Male,Marketing,3,Clerk,7,2,2,2,Yes,3,No,31480
2741,45,Female,HR,4,Analyst,22,3,3,4,Yes,3,No,37646
2742,58,Female,Finance,3,Executive,4,1,2,1,No,3,No,37179
2743,38,Female,Marketing,2,Specialist,2,4,1,7,No,4,No,60629
2744,45,Female,Sales,3,Executive,24,1,3,2,No,2,Yes,27433
2745,42,Male,Finance,1,Analyst,19,1,1,4,No,3,Yes,33301
2746,34,Male,Marketing,3,Clerk,2,1,3,6,No,2,No,9508
2747,32,Male,HR,1,Clerk,16,3,3,1,No,3,No,30430
2748,40,Male,Finance,1,Analyst,12,3,2,2,No,1,No,8689
2749,32,Male,Marketing,4,Executive,15,2,1,7,No,4,No,261456
2750,34,Female,Finance,2,Specialist,10,2,3,9,Yes,1,Yes,11048
2751,22,Male,HR,3,Manager,23,4,2,7,Yes,2,No,19661
2752,40,Male,Finance,2,Clerk,26,1,2,2,Yes,3,No,32832
2753,33,Male,Finance,3,Analyst,6,2,3,9,No,3,No,32535
2754,29,Female,Marketing,4,Executive,24,1,3,6,Yes,3,No,180991
2755,29,Female,IT,2,Specialist,13,1,1,1,No,2,No,12056
2756,33,Female,Finance,2,Executive,30,2,2,8,No,1,No,28792
2757,54,Female,IT,2,Specialist,6,1,2,7,No,3,No,30996
2758,47,Male,Sales,3,Manager,23,2,3,8,No,3,No,192325
2759,49,Female,Finance,2,Manager,2,4,3,8,No,4,No,63748
2760,26,Male,IT,2,Analyst,26,1,3,6,No,3,Yes,34325
2761,29,Male,Sales,2,Analyst,14,3,3,3,No,3,No,33206
2762,46,Female,Marketing,2,Specialist,18,3,3,4,No,3,No,32965
2763,48,Female,Finance,1,Specialist,6,2,2,6,No,3,No,28588
2764,44,Male,Marketing,2,Specialist,25,3,2,4,No,4,No,66499
2765,51,Male,Sales,3,Specialist,30,2,3,9,No,2,No,18945
2766,44,Female,Marketing,2,Manager,19,1,2,7,No,3,Yes,178358
2767,41,Male,Marketing,2,Analyst,27,4,2,4,No,3,Yes,37263
2768,39,Male,HR,2,Analyst,26,3,2,4,No,3,No,37254
2769,39,Male,Sales,2,Clerk,14,4,4,4,No,3,No,29840
2770,23,Male,Marketing,3,Analyst,30,4,2,3,No,2,No,17507
2771,25,Female,IT,2,Analyst,13,1,2,6,Yes,1,No,10029
2772,51,Male,Sales,1,Executive,8,2,3,1,No,1,No,17591
2773,54,Male,HR,1,Executive,5,1,2,9,No,4,No,66248
2774,57,Female,Finance,3,Clerk,13,4,4,3,No,4,No,61302
2775,39,Female,Marketing,4,Specialist,6,4,2,2,No,2,No,14328
2776,58,Male,IT,2,Clerk,22,3,3,9,No,2,Yes,12113
2777,40,Male,HR,1,Clerk,27,1,2,7,No,1,No,13626
2778,49,Male,Sales,2,Manager,28,1,3,6,No,2,No,19433
2779,41,Female,Marketing,3,Analyst,26,4,3,2,Yes,3,No,37276
2780,54,Female,HR,2,Manager,27,4,3,3,Yes,2,No,22666
2781,33,Female,HR,4,Analyst,29,1,3,3,No,3,No,42145
2782,36,Female,IT,3,Clerk,19,1,2,9,No,3,No,35545
2783,23,Female,Finance,3,Analyst,11,2,4,6,Yes,2,No,12035
2784,50,Female,Finance,2,Specialist,27,1,3,7,No,3,Yes,37256
2785,31,Male,Finance,2,Specialist,16,4,3,3,Yes,3,No,35923
2786,23,Male,Sales,3,Clerk,5,2,3,7,No,2,Yes,11110
2787,32,Female,HR,2,Executive,12,3,2,0,Yes,3,No,166712
2788,34,Male,Sales,2,Specialist,17,2,3,8,Yes,2,No,16349
2789,31,Male,HR,1,Clerk,2,2,1,6,Yes,2,No,6519
2790,35,Female,IT,2,Manager,10,2,3,3,No,2,No,13157
2791,39,Male,IT,2,Executive,15,3,2,7,No,4,No,225685
2792,30,Female,Sales,2,Specialist,19,3,2,9,No,3,No,35531
2793,49,Female,Sales,1,Clerk,20,2,4,1,Yes,3,No,29621
2794,24,Male,IT,2,Clerk,29,2,4,7,No,4,No,65981
2795,41,Female,Marketing,1,Manager,25,1,3,9,Yes,2,No,20418
2796,27,Male,Finance,2,Manager,17,1,3,5,Yes,4,No,266266
2797,48,Male,Finance,2,Executive,19,3,3,6,No,3,Yes,140390
2798,23,Female,IT,3,Specialist,19,3,3,6,No,3,No,39612
2799,50,Female,Finance,3,Clerk,13,2,2,1,No,3,No,32371
2800,59,Female,Marketing,3,Executive,13,4,4,1,No,3,No,146212
2801,24,Male,Marketing,3,Executive,16,3,3,3,Yes,4,No,226456
2802,37,Female,HR,2,Manager,22,2,3,5,No,4,Yes,198436
2803,51,Male,Sales,1,Clerk,21,1,4,3,Yes,2,Yes,12146
2804,23,Female,Finance,2,Analyst,3,4,3,5,Yes,2,No,7245
2805,38,Male,Marketing,2,Manager,4,3,2,4,Yes,2,No,13401
2806,33,Female,Sales,2,Clerk,27,1,4,5,No,2,No,15379
2807,56,Male,Sales,2,Executive,7,3,2,8,No,3,No,41413
2808,22,Male,HR,3,Executive,3,2,3,5,Yes,1,No,16405
2809,36,Male,Sales,2,Specialist,9,4,2,5,Yes,3,No,33574
2810,47,Female,Sales,2,Analyst,8,4,3,7,No,3,No,28778
2811,58,Female,IT,4,Manager,29,3,3,4,No,4,No,251869
2812,42,Female,HR,3,Specialist,18,3,3,4,No,1,No,14967
2813,52,Male,HR,1,Specialist,21,1,3,9,Yes,1,No,15256
2814,46,Male,Finance,3,Analyst,14,3,2,0,No,2,Yes,12229
2815,44,Male,Sales,2,Manager,20,3,3,5,No,4,No,208909
2816,45,Female,Finance,3,Manager,28,2,4,0,No,3,No,162983
2817,59,Male,Marketing,2,Executive,29,3,1,7,Yes,4,No,197176
2818,49,Female,Sales,2,Manager,5,4,2,9,No,4,No,62193
2819,42,Female,Marketing,3,Specialist,3,1,2,8,Yes,4,No,61942
2820,39,Female,IT,2,Executive,10,1,4,5,No,2,No,18873
2821,57,Female,Sales,1,Manager,11,3,3,8,Yes,3,No,190528
2822,56,Female,Finance,2,Analyst,17,4,4,1,No,4,No,63851
2823,30,Female,Finance,2,Specialist,8,4,3,8,Yes,2,No,10903
2824,59,Male,Sales,4,Clerk,9,3,2,3,No,3,Yes,31877
2825,51,Female,Finance,2,Analyst,8,4,3,2,No,3,No,30859
2826,55,Male,Sales,1,Analyst,20,3,2,0,No,3,No,31386
2827,53,Male,HR,2,Manager,28,1,2,0,No,4,No,231246
2828,24,Male,Finance,2,Executive,2,3,2,7,Yes,3,Yes,42536
2829,24,Male,Sales,1,Executive,4,1,2,1,Yes,3,No,32193
2830,49,Male,Sales,2,Specialist,30,2,2,0,No,3,No,40898
2831,36,Male,Finance,4,Manager,16,2,1,1,No,3,No,173284
2832,44,Female,HR,2,Executive,9,2,2,2,Yes,3,No,40557
2833,32,Male,Finance,2,Clerk,26,2,2,3,No,4,No,64049
2834,53,Female,Sales,2,Manager,9,1,3,8,Yes,4,No,67827
2835,57,Male,HR,1,Manager,21,2,2,6,No,3,Yes,142349
2836,54,Female,Marketing,1,Executive,5,1,2,4,Yes,3,Yes,40226
2837,45,Female,IT,3,Analyst,26,2,1,4,Yes,2,No,18829
2838,55,Female,Finance,4,Manager,3,3,3,5,No,1,Yes,15634
2839,49,Female,Sales,1,Analyst,14,4,3,0,No,2,Yes,9572
2840,58,Male,HR,2,Specialist,15,4,3,5,Yes,3,Yes,34737
2841,28,Female,HR,4,Specialist,6,2,3,5,No,2,No,13749
2842,25,Male,Marketing,1,Executive,16,3,2,4,No,2,No,23539
2843,58,Male,Finance,1,Specialist,23,2,2,9,Yes,2,Yes,12211
2844,22,Female,HR,3,Executive,28,1,2,8,No,3,Yes,206663
2845,22,Male,Marketing,3,Executive,10,3,4,9,No,2,No,19274
2846,41,Female,Sales,1,Analyst,14,3,3,9,No,3,No,29282
2847,40,Female,Marketing,2,Analyst,12,4,1,4,No,3,No,32416
2848,50,Male,Finance,1,Specialist,9,3,2,8,Yes,3,No,28420
2849,31,Male,Marketing,2,Analyst,23,1,2,9,Yes,4,No,63148
2850,39,Male,HR,3,Manager,19,4,2,6,No,2,No,19709
2851,49,Female,HR,2,Clerk,12,3,3,2,No,4,No,60908
2852,56,Female,IT,2,Manager,13,4,3,8,No,3,No,188631
2853,52,Male,Marketing,2,Manager,23,3,3,9,Yes,2,No,20028
2854,48,Male,Sales,1,Executive,13,2,2,6,No,3,No,182489
2855,32,Female,Finance,1,Clerk,17,1,2,3,Yes,4,No,61000
2856,59,Female,IT,3,Executive,2,1,3,8,Yes,3,No,38680
2857,26,Male,Marketing,2,Analyst,20,1,3,5,No,2,No,14581
2858,29,Male,Sales,2,Analyst,23,2,2,8,No,4,No,62952
2859,55,Female,IT,2,Clerk,9,2,3,3,Yes,3,No,30316
2860,33,Male,HR,3,Specialist,21,4,3,9,Yes,3,No,40289
2861,59,Male,Finance,2,Analyst,8,4,2,1,No,4,No,58502
2862,22,Female,Marketing,2,Manager,7,3,3,8,No,3,No,33235
2863,52,Female,Sales,2,Clerk,5,1,2,9,No,2,No,7318
2864,25,Male,HR,2,Clerk,29,2,3,3,No,3,No,35496
2865,26,Male,IT,3,Analyst,19,3,1,1,Yes,4,No,64617
2866,51,Male,Finance,2,Analyst,3,1,3,6,Yes,2,No,8430
2867,45,Male,IT,3,Executive,13,4,2,6,No,2,No,22365
2868,24,Female,IT,3,Executive,6,4,1,4,No,2,No,22775
2869,32,Male,Sales,4,Manager,26,2,3,4,No,2,No,22849
2870,25,Female,HR,2,Clerk,11,3,3,7,No,2,No,8324
2871,47,Female,Marketing,1,Specialist,4,1,3,5,No,4,Yes,61132
2872,48,Male,Sales,2,Specialist,3,3,3,0,Yes,4,No,58827
2873,48,Male,Finance,1,Clerk,4,1,3,3,No,2,Yes,6045
2874,27,Female,IT,3,Manager,3,1,3,0,Yes,3,No,36759
2875,36,Female,Finance,3,Executive,13,3,2,4,No,3,No,243206
2876,51,Female,Sales,2,Executive,15,3,1,4,No,2,No,21278
2877,58,Male,Sales,2,Executive,12,3,2,3,No,2,Yes,17527
2878,58,Female,Marketing,1,Specialist,15,2,2,8,No,2,No,10185
2879,58,Female,IT,2,Specialist,26,3,2,7,No,3,Yes,36814
2880,56,Female,Sales,3,Manager,11,3,4,9,No,3,No,233816
2881,44,Male,Finance,2,Specialist,11,4,3,2,No,2,No,10438
2882,27,Female,Marketing,1,Analyst,13,4,4,4,Yes,1,No,9142
2883,25,Female,Finance,2,Specialist,12,3,4,5,No,4,Yes,61097
2884,39,Male,IT,4,Executive,6,3,2,4,Yes,3,Yes,38848
2885,30,Male,Marketing,2,Manager,29,3,2,7,Yes,3,No,144476
2886,50,Male,Marketing,3,Clerk,23,1,3,4,No,4,Yes,65650
2887,34,Male,Marketing,3,Clerk,20,1,3,7,No,2,No,15493
2888,38,Male,HR,2,Manager,19,4,2,9,Yes,3,No,211009
2889,53,Female,Marketing,1,Analyst,19,4,3,9,No,3,No,31316
2890,43,Male,Finance,2,Clerk,27,3,2,2,Yes,3,No,35967
2891,25,Male,Finance,2,Executive,3,2,2,4,No,4,No,72192
2892,26,Female,IT,3,Clerk,16,1,2,3,No,3,No,32279
2893,58,Male,Sales,2,Clerk,9,2,2,5,No,2,No,7983
2894,34,Male,Sales,1,Executive,27,2,3,2,Yes,2,No,25425
2895,55,Female,HR,2,Specialist,27,2,1,9,Yes,3,No,36809
2896,43,Female,Marketing,1,Analyst,14,4,4,3,Yes,3,Yes,31439
2897,44,Female,HR,2,Executive,30,1,1,3,Yes,2,No,28316
2898,24,Female,IT,2,Executive,28,3,4,4,No,3,No,226176
2899,55,Male,IT,2,Manager,3,2,3,5,No,4,Yes,66356
2900,53,Female,Sales,2,Analyst,3,4,3,1,No,2,Yes,10434
2901,42,Male,IT,2,Specialist,24,4,2,9,No,4,Yes,68392
2902,42,Female,Marketing,2,Executive,20,2,3,7,No,2,Yes,18452
2903,32,Male,Finance,2,Specialist,7,4,3,3,Yes,3,No,33588
2904,25,Female,IT,3,Executive,19,3,2,6,Yes,3,No,206064
2905,22,Female,HR,1,Executive,24,1,2,6,No,3,Yes,243597
2906,49,Female,Marketing,1,Manager,3,3,2,9,No,2,Yes,15838
2907,45,Male,IT,2,Clerk,21,2,2,1,No,4,No,63243
2908,56,Male,IT,1,Analyst,1,3,2,6,No,1,No,6797
2909,34,Female,Marketing,2,Manager,12,4,3,0,Yes,3,No,184707
2910,55,Female,IT,4,Specialist,21,3,2,1,No,3,No,37821
2911,32,Male,Finance,2,Executive,6,2,3,4,No,3,No,34417
2912,57,Female,Sales,2,Executive,7,2,3,7,No,3,Yes,36164
2913,38,Female,Marketing,2,Analyst,2,1,3,6,No,3,No,26803
2914,56,Male,HR,1,Manager,18,2,2,2,No,2,No,15136
2915,39,Female,IT,2,Manager,30,1,3,9,No,3,No,197590
2916,43,Female,Sales,2,Specialist,25,2,2,8,No,1,No,16034
2917,45,Male,HR,4,Manager,15,3,2,4,No,1,No,19533
2918,40,Male,HR,2,Manager,15,3,2,2,No,3,No,173939
2919,58,Female,Finance,2,Clerk,10,1,4,6,Yes,3,No,30060
2920,42,Female,Sales,3,Analyst,17,2,3,3,No,2,No,15336
2921,29,Male,Marketing,3,Manager,18,2,2,0,No,3,No,208936
2922,49,Female,Sales,4,Specialist,18,1,2,4,No,3,Yes,38733
2923,26,Female,Sales,2,Executive,29,2,2,7,Yes,3,Yes,167343
2924,38,Female,HR,2,Manager,15,2,4,3,No,3,No,216612
2925,58,Male,Finance,3,Manager,26,3,4,6,No,4,No,248939
2926,57,Female,Finance,2,Executive,23,4,2,7,Yes,3,No,157788
2927,40,Male,Sales,1,Clerk,6,2,2,8,Yes,3,No,25130
2928,48,Male,Sales,3,Analyst,9,3,3,8,No,2,No,11771
2929,55,Male,IT,2,Clerk,11,1,2,4,No,3,No,29074
2930,32,Male,HR,3,Specialist,15,4,2,5,No,3,No,34780
2931,33,Female,Marketing,4,Manager,23,1,3,6,No,3,No,212697
2932,42,Male,Marketing,3,Clerk,3,1,2,9,No,4,No,60265
2933,32,Female,Finance,1,Analyst,19,1,3,1,No,2,No,12914
2934,49,Male,HR,2,Specialist,1,2,2,8,No,3,No,30325
2935,26,Male,Finance,3,Clerk,24,3,3,0,No,2,No,15315
2936,38,Female,Marketing,4,Manager,17,4,3,5,No,3,No,168804
2937,41,Female,Sales,2,Analyst,11,3,3,5,No,4,No,61787
2938,33,Male,HR,1,Manager,30,2,3,6,No,3,Yes,204252
2939,27,Female,HR,3,Manager,18,3,2,1,No,3,No,151876
2940,38,Male,IT,2,Specialist,11,3,2,5,No,3,No,35174
2941,40,Male,Sales,2,Analyst,28,4,2,5,No,2,No,16178
2942,47,Female,Sales,2,Executive,7,3,2,8,No,2,No,21817
2943,53,Female,Finance,2,Manager,1,3,1,7,Yes,3,No,32347
2944,27,Male,HR,3,Analyst,12,3,3,4,No,3,No,33344
2945,57,Female,Finance,2,Manager,4,3,2,6,No,3,Yes,32437
2946,59,Female,Sales,2,Clerk,25,1,1,6,No,2,No,14676
2947,32,Male,IT,1,Clerk,8,2,3,4,No,3,No,25611
2948,54,Female,HR,2,Analyst,15,3,3,6,Yes,4,No,63000
2949,45,Female,Sales,2,Specialist,11,4,2,2,No,1,No,14556
2950,44,Female,IT,3,Executive,30,2,2,6,No,3,No,172311
2951,36,Male,Marketing,2,Clerk,29,4,2,5,No,3,Yes,34732
2952,48,Female,Sales,2,Specialist,8,2,2,5,No,4,No,59431
2953,32,Male,Marketing,2,Executive,12,2,3,1,No,3,No,147490
2954,38,Female,Finance,2,Clerk,3,2,2,1,No,3,Yes,26520
2955,35,Female,Marketing,2,Executive,21,4,3,6,No,3,No,231616
2956,48,Male,Sales,2,Manager,4,2,4,0,Yes,2,Yes,15069
2957,39,Female,Marketing,2,Analyst,27,2,3,8,Yes,3,No,34843
2958,49,Female,HR,2,Clerk,12,1,2,2,No,3,No,30750
2959,25,Female,Sales,1,Clerk,8,3,3,5,No,3,No,25936
2960,28,Male,IT,3,Manager,27,4,3,2,No,2,No,23444
2961,56,Male,Marketing,3,Clerk,23,2,3,8,Yes,2,Yes,16567
2962,30,Female,HR,2,Clerk,30,4,3,9,No,2,Yes,14026
2963,29,Male,Finance,2,Clerk,23,4,3,6,No,3,No,32550
2964,38,Female,Finance,3,Clerk,10,1,3,0,No,4,Yes,60133
2965,38,Male,Marketing,2,Clerk,26,3,4,3,Yes,2,No,14414
2966,54,Male,Finance,3,Specialist,23,2,3,4,Yes,2,No,20723
2967,53,Male,IT,1,Clerk,1,1,3,6,No,4,No,54014
2968,29,Male,Sales,2,Manager,13,3,3,6,Yes,3,No,210257
2969,40,Female,HR,3,Clerk,7,3,3,4,No,4,Yes,62035
2970,59,Male,Marketing,2,Executive,20,2,3,0,No,2,No,25844
2971,24,Male,Finance,2,Executive,28,1,1,4,No,4,Yes,254883
2972,26,Male,Sales,3,Manager,3,4,3,4,Yes,4,No,65981
2973,34,Female,IT,3,Specialist,29,3,3,3,Yes,2,No,21335
2974,52,Male,Finance,2,Manager,16,2,3,5,No,2,No,17574
2975,37,Female,Finance,2,Specialist,12,2,3,7,No,2,No,14567
2976,53,Female,HR,2,Analyst,29,1,1,9,No,2,No,18129
2977,43,Female,IT,3,Executive,5,2,2,4,Yes,4,No,70330
2978,50,Female,IT,4,Executive,18,3,3,7,No,3,No,169873
2979,43,Female,Marketing,3,Executive,8,3,4,4,Yes,3,Yes,40543
2980,24,Female,HR,3,Specialist,12,2,2,2,No,4,No,63808
2981,31,Male,Marketing,1,Manager,28,3,3,7,Yes,3,No,238101
2982,42,Male,HR,3,Specialist,25,2,3,3,No,3,No,40364
2983,37,Male,IT,3,Executive,21,3,3,2,Yes,2,No,28279
2984,33,Female,HR,3,Executive,3,2,3,2,No,3,Yes,36300
2985,23,Female,HR,2,Executive,16,2,1,5,No,4,No,174036
2986,45,Female,HR,3,Executive,10,2,3,7,No,2,Yes,25513
2987,56,Male,Sales,1,Analyst,23,3,3,9,Yes,3,Yes,34611
2988,51,Female,Sales,2,Executive,17,2,3,4,No,3,No,214647
2989,51,Male,IT,2,Specialist,10,1,3,0,No,3,No,33224
2990,56,Male,HR,2,Executive,3,1,2,0,No,3,No,39020
2991,40,Male,IT,2,Clerk,25,2,4,2,No,4,Yes,63879
2992,29,Male,Sales,3,Analyst,2,1,3,5,No,1,No,11584
2993,47,Female,HR,2,Executive,27,3,3,1,Yes,3,No,236981
2994,28,Male,Marketing,1,Clerk,14,2,4,0,No,4,No,57975
2995,51,Male,Sales,1,Specialist,9,3,4,6,Yes,1,No,8436
2996,28,Female,Sales,3,Analyst,27,4,3,1,No,3,No,36865
2997,24,Female,Sales,2,Executive,17,3,3,7,No,3,No,221079
2998,22,Female,HR,1,Specialist,4,3,3,1,No,2,No,7622
2999,57,Male,Finance,2,Clerk,28,3,2,0,No,3,No,34950
3000,46,Female,Marketing,2,Analyst,26,4,2,9,Yes,3,No,36652
3001,58,Female,Marketing,3,Executive,29,2,3,1,No,4,No,187941
3002,22,Male,IT,3,Specialist,22,4,3,1,No,3,No,36042
3003,36,Female,HR,3,Analyst,15,4,2,6,Yes,4,No,66006
3004,58,Male,Sales,2,Clerk,13,2,4,0,No,2,No,9147
3005,34,Male,Finance,2,Executive,23,2,3,2,No,2,No,21878
3006,29,Female,HR,2,Analyst,19,4,3,4,No,4,No,63197
3007,26,Female,HR,2,Clerk,9,3,2,6,No,4,Yes,59865
3008,30,Male,Finance,1,Clerk,4,2,1,5,No,2,No,4291
3009,22,Female,Sales,2,Specialist,21,3,3,7,No,3,Yes,37353
3010,57,Female,HR,1,Clerk,8,2,2,0,No,3,No,26971
3011,56,Female,Marketing,4,Clerk,28,1,3,6,Yes,3,No,38860
3012,23,Male,Marketing,3,Manager,15,3,3,8,No,4,No,189374
3013,44,Female,Finance,1,Clerk,14,3,3,6,No,3,No,28763
3014,30,Male,Sales,2,Executive,3,4,3,5,Yes,2,No,14890
3015,55,Female,Finance,4,Analyst,24,2,2,8,No,3,No,39024
3016,35,Male,HR,2,Executive,30,4,2,3,Yes,2,Yes,24146
3017,25,Male,Marketing,3,Executive,30,2,3,9,Yes,3,No,241696
3018,51,Female,IT,2,Specialist,27,3,3,5,No,3,No,37860
3019,52,Male,Finance,3,Manager,17,2,2,5,Yes,4,Yes,178361
3020,59,Male,IT,3,Manager,8,2,2,9,No,4,No,69036
3021,32,Male,IT,1,Executive,14,4,1,2,No,2,No,23217
3022,56,Female,Marketing,2,Analyst,13,2,3,6,Yes,3,No,31205
3023,29,Male,Finance,2,Manager,15,4,2,0,Yes,3,No,163326
3024,24,Female,IT,3,Manager,11,2,2,7,Yes,2,No,15358
3025,35,Male,HR,1,Executive,27,1,3,7,Yes,3,No,180329
3026,34,Male,Sales,2,Manager,15,1,2,7,Yes,4,No,261109
3027,53,Male,Sales,2,Specialist,12,3,3,8,No,3,No,32125
3028,55,Male,Marketing,3,Executive,26,2,2,3,No,3,No,208971
3029,40,Male,Finance,3,Manager,24,3,4,5,Yes,3,No,238508
3030,59,Male,Finance,2,Manager,22,3,2,6,No,3,No,155951
3031,37,Female,Sales,1,Manager,21,2,2,1,Yes,3,No,208810
3032,23,Female,HR,1,Executive,9,2,4,5,No,4,No,63320
3033,38,Male,Sales,2,Analyst,22,2,2,7,Yes,2,No,16185
3034,55,Male,Sales,2,Clerk,15,4,3,3,Yes,2,No,10055
3035,37,Female,Finance,2,Manager,1,2,2,4,No,3,No,31015
3036,59,Male,IT,4,Clerk,12,1,2,7,No,3,Yes,32705
3037,23,Male,HR,2,Clerk,6,2,3,2,No,3,No,29066
3038,23,Female,Finance,3,Manager,1,3,4,5,No,2,No,15269
3039,47,Female,Sales,1,Manager,22,3,2,0,Yes,3,No,223947
3040,34,Female,IT,1,Clerk,19,4,3,3,No,3,No,30638
3041,52,Male,HR,2,Analyst,22,4,3,5,No,2,No,12904
3042,55,Male,Marketing,2,Clerk,13,2,2,2,Yes,3,No,31038
3043,24,Female,HR,2,Analyst,6,2,3,0,No,2,No,10343
3044,29,Male,HR,3,Specialist,17,3,2,5,No,2,Yes,17252
3045,44,Female,Sales,2,Analyst,13,4,2,2,No,3,No,30596
3046,35,Female,Sales,2,Executive,9,2,2,7,No,3,Yes,38929
3047,48,Male,Marketing,3,Manager,8,2,3,6,No,3,Yes,34806
3048,50,Female,Marketing,2,Specialist,15,4,2,6,No,3,No,33079
3049,22,Female,Marketing,2,Clerk,18,2,3,7,No,2,No,11489
3050,38,Female,Finance,1,Analyst,2,2,2,6,No,3,No,26948
3051,51,Male,Finance,3,Specialist,21,4,2,4,No,3,No,38614
3052,34,Male,Sales,3,Executive,26,4,3,9,No,2,No,22315
3053,42,Male,Sales,1,Analyst,2,2,3,7,No,3,No,26744
3054,40,Male,Marketing,2,Clerk,11,2,2,7,No,2,No,9252
3055,40,Female,Finance,3,Clerk,1,2,2,7,No,2,No,9045
3056,46,Male,IT,3,Analyst,18,4,4,9,No,3,No,33635
3057,43,Male,Finance,2,Executive,21,4,2,5,Yes,3,No,176680
3058,52,Male,Sales,3,Manager,27,3,3,1,No,3,No,142358
3059,38,Female,Finance,2,Manager,26,2,3,7,No,3,Yes,150860
3060,44,Male,Sales,1,Clerk,30,1,3,9,No,2,Yes,13831
3061,53,Male,Marketing,1,Executive,7,3,4,0,No,3,Yes,34649
3062,31,Male,Marketing,2,Clerk,21,2,3,8,No,3,No,32796
3063,31,Female,Marketing,2,Manager,17,3,2,8,Yes,3,No,148328
3064,57,Male,IT,3,Clerk,16,3,2,5,No,4,No,64168
3065,29,Female,IT,2,Analyst,7,2,2,9,Yes,2,No,9019
